id	dairy	dairylike	beer	wine	juice	water	softdrink	coffee	energydrink	proteindrink	tea	alcohol	otherdrink
Milima Estate Kenya OP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Mincing Lane Breakfast Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Misty Mao Feng Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Mokalbari East Estate GFBOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Monk's Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Moon Palace Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Moonlight White Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Moroccan Green Mint Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Moscato	0	0	0	1	0	0	0	0	0	0	0	1	0
Moscato spumante	0	0	0	1	0	0	0	0	0	0	0	1	0
Mushroom Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Mélange Noël Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Mélange de Chamonix Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Nahorhabi Estate FTGFOP1 Cl. Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Namring Estate FTGFOP1 First Flush Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Natural Bergamot Earl Grey Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Nepali Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
New England Harvest Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
New Vithanakande FBOPF Ex. Spl. Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Nilgiri Broken Orange Pekoe Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Nilgiri Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Noon Chai Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
North Tukvar Estate SFTGFOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Nuo Mi Ziang Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Nuwara Eliya BOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Oksusucha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Old South Meeting House Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Oolong Fannings Organic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Oolong Standard Grade Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Oolong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Orange Spice Imperial Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Orchid Oolong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Australian Lemon Myrtle Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Black Benifuki Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic China Green Sencha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic China Pai Mu Tan Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic China Sencha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic China Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic English Breakfast Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Ginger Root Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Green Ceylon OP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Green OP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Gunpowder Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Gyokuro Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Hunan Black Mao Feng Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Jasmine Mao Feng Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Jasmine Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic KUKI Cha GREEN Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Leaf Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Rooibos Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Saiqing Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Spearmint Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Tamaryokucha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Organic Young Hyson Imperial Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Original Earl Grey Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Orthodox BOP Darjeeling Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Osmanthus Oolong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pai Mu Tan Select Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pai Mu Tan Special Grade Organic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pan Long Yin Hao Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Panyang Congou Classic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Panyang Congou Select Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Panyang Congou Supreme Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Panyang Golden Tribute Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Panyang Tippy Mao Feng Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Peace Iced Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Peace Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Peach Flavoreds Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Peach Melba Fruit Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Peppermint Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pi Lo Chun Imperial Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pi Lo Chun Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pinhead Gunpowder Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pinot Grigio	0	0	0	1	0	0	0	0	0	0	0	1	0
Pinot Gris	0	0	0	1	0	0	0	0	0	0	0	1	0
Pinot Noir	0	0	0	1	0	0	0	0	0	0	0	1	0
Poire Crème Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pomegranate Magnolia White Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Port	0	0	0	1	0	0	0	0	0	0	0	1	0
Pouchong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pozol	0	0	0	0	0	0	0	0	0	0	0	0	1
Pre-Chingming Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Premium China Keemun Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pu-erh Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Pópo	0	0	0	0	0	0	0	0	0	0	0	0	1
Qilan Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Qing Zi You Yun (Lan Xiang) Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Qishr Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Raspberry Fruit Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Red Groats Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rhododendron Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rhône	0	0	0	1	0	0	0	0	0	0	0	1	0
Rias Baixas	0	0	0	1	0	0	0	0	0	0	0	1	0
Richmond Park Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Riesling	0	0	0	1	0	0	0	0	0	0	0	1	0
Rioja	0	0	0	1	0	0	0	0	0	0	0	1	0
Rioja	0	0	0	1	0	0	0	0	0	0	0	1	0
River Shannon Breakfast Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rize Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Roasted Barley Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Roasted Oolong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Roasted Yerba Maté Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rooibos Apple Cider Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rooibos Candied Almond Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rooibos Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rooibos Vanilla Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rose Congou Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rose Hip Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rose Hips Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Roselle Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Rosso di Montalcino	0	0	0	1	0	0	0	0	0	0	0	1	0
Rougui Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Ruanzhi Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Russian Caravan Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sacher Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sakurayu Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sancerre	0	0	0	1	0	0	0	0	0	0	0	1	0
Satispur Estate TGFBOP Spl. Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sauternes	0	0	0	1	0	0	0	0	0	0	0	1	0
Sauvignon Blanc	0	0	0	1	0	0	0	0	0	0	0	1	0
Sayama Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Scottish Breakfast Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Se Chung Oolong Classic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Season's Pick Keemun Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Season's Pick Young Hyson Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Semillon	0	0	0	1	0	0	0	0	0	0	0	1	0
Sencha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sencha Tokujyo Ohashiri Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Shai Zhen Zhu Shou Mei White Pearls Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Shai Zhen Zhu Silver Needle Pearl White Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Shincha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Shiraz	0	0	0	1	0	0	0	0	0	0	0	1	0
Shou Mei Classic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Shoumei Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Shui Hsien Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Shui Jin Gui Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Si Da Ming Cong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sichuan Zao Bei Jian Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sideritis Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Singbulli Estate FOP Exclusive Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sotol	0	0	0	0	0	0	0	0	0	0	0	1	0
Spearmint Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Special Grade Jasmine Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Spring Dragon Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
St. Isaac's Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
St. James Estate BOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sticky Rice Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Strathdon Estate CTC BP1 Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Strawberry Cream Fruit Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Strawberry/Kiwi Fruit Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sumatra BOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Summer Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sungnyung Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Super Grade Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Superfine Keemun Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Superior Grade Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Suutei Tsai Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sweet Almond Green Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sweet Honey Black Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sweet Orange Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Sweet Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Syrah	0	0	0	1	0	0	0	0	0	0	0	1	0
Söder Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tagetes Lucida Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tai Ping Hou Kui Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Taiping Houkui Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tamaryokucha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tea Bank Estate FBOPF Ex. Sp. Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tea Bank FBOPF Ex. Sp. Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tejate	0	0	0	0	0	0	0	0	0	0	0	0	1
Tejuino	0	0	0	0	0	0	0	0	0	0	0	1	0
Tennessee whiskey	0	0	0	0	0	0	0	0	0	0	0	1	0
Tepache	0	0	0	0	0	0	0	0	0	0	0	1	0
Tereré Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Thai Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Thurbo Estate FTGFOP1 Moonlight Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tibeti Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tie-Guan-Yin Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tieguanyin Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tieluohan Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tindharia FTGFOP1 First Flush Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tippy Orthodox FBOP Assam Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tippy Orthodox GBOP Assam Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tippy Orthodox GFOP Assam Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Toro	0	0	0	1	0	0	0	0	0	0	0	1	0
Traditional Masala Chai Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tropical Chai Spice Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tsheringma Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tubâ	0	0	0	0	0	0	0	0	0	0	0	0	1
Tulsi Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tung-ting Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tuo Cha Organic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tuo Cha Size 1 Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Tuo Cha Std. Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Turkish Apple Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Turkish Style Blend Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Two leaves and a bud Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Ukoncha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Uva Special BOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Valpolicella	0	0	0	1	0	0	0	0	0	0	0	1	0
Vanilla Cream Fruit Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Vanilla Honeybush Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Vanilla Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Victorian Brew BOP1 Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Vietnam Green Mao Feng Organic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Vietnamese Lotus Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Vietnamese Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Water Fairy Oolong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Wedang Jahe Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
White Needle Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
White Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Wong Lo Kat Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Wuyi Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Xia Sang Ju Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Xiang Bi Luo Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yellow Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yerba Buena Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yerba Mate Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yin Jun Mee Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yingdehong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Young Hyson Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yuanyang Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yujacha Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan Black Dragon Pearls Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan Black Snail Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan FBOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan FOP Select Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan Fannings Organic Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan GFOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan Golden Monkey Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan Green Mao Feng Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan Silver Spiral Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan Silver Tip Mao Feng Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan TGFOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Yunnan White Needle Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Zaloni Estate STGFOP Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Zhang Ping Shui Hsian Oolong Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
Zinfandel	0	0	0	1	0	0	0	0	0	0	0	1	0
aged beer	0	0	1	0	0	0	0	0	0	0	0	1	0
agua fresca	0	0	0	0	0	0	0	0	0	0	0	0	1
aleberry	0	0	0	0	0	0	0	0	0	0	0	0	1
almond milk	0	1	0	0	0	0	0	0	0	0	0	0	0
american rye ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style amber ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style amber lager	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style barley wine ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style brown ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style cream ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style dark lager	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style ice lager	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style imperial porter	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style imperial stout	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style india black ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style india pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style lager	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style light lager	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style low-carb light lager	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style malt liquor	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style marzen/oktoberfest	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style pilsener	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style premium lager	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style red ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style sour ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style stout	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style strong pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
american-style wheat wine ale	0	0	1	0	0	0	0	0	0	0	0	1	0
anijsmelk	0	0	0	0	0	0	0	0	0	0	0	0	1
atole	0	0	0	0	0	0	0	0	0	0	0	0	1
atole	0	0	0	0	0	0	0	0	0	0	0	0	1
australasian-style light lager	0	0	1	0	0	0	0	0	0	0	0	1	0
australasian-style pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
baltic-style porter	0	0	1	0	0	0	0	0	0	0	0	1	0
bamberg-style bock rauchbier	0	0	1	0	0	0	0	0	0	0	0	1	0
bamberg-style helles rauchbier	0	0	1	0	0	0	0	0	0	0	0	1	0
bamberg-style marzen	0	0	1	0	0	0	0	0	0	0	0	1	0
bamberg-style weiss rauchbier	0	0	1	0	0	0	0	0	0	0	0	1	0
barley tea	0	0	0	0	0	0	0	0	0	0	0	0	1
beer	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style blonde ale	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style dark strong ale	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style dubbel	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style flanders/oud bruin	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style fruit lambic	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style gueuze lambic	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style lambic	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style pale strong ale	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style quadrupel	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style table beer	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style tripel	0	0	1	0	0	0	0	0	0	0	0	1	0
belgian-style white	0	0	1	0	0	0	0	0	0	0	0	1	0
beopju	0	0	0	0	0	0	0	0	0	0	0	1	0
berliner-style weisse	0	0	1	0	0	0	0	0	0	0	0	1	0
best bitter	0	0	1	0	0	0	0	0	0	0	0	1	0
blonde ale	0	0	1	0	0	0	0	0	0	0	0	1	0
boba tea	0	0	0	0	0	0	0	0	0	0	1	0	1
bohemian-style pilsener	0	0	1	0	0	0	0	0	0	0	0	1	0
bone broth	0	0	0	0	0	0	0	0	0	1	0	0	1
bourbon	0	0	0	0	0	0	0	0	0	0	0	1	0
brandy	0	0	0	0	0	0	0	0	0	0	0	1	0
british-style barley wine ale	0	0	1	0	0	0	0	0	0	0	0	1	0
british-style imperial stout	0	0	1	0	0	0	0	0	0	0	0	1	0
brown porter	0	0	1	0	0	0	0	0	0	0	0	1	0
brown rice Tea	0	0	0	0	0	0	0	0	0	0	1	0	0
cafe au lait	0	0	0	0	0	0	0	1	0	0	0	0	0
café Cubano	0	0	0	0	0	0	0	1	0	0	0	0	0
caipirinha	0	0	0	0	0	0	0	0	0	0	0	1	0
california common beer	0	0	1	0	0	0	0	0	0	0	0	1	0
cappuchino	0	0	0	0	0	0	0	1	0	0	0	0	0
carbonated water	0	0	0	0	0	1	0	0	0	0	0	0	0
cashew milk	0	1	0	0	0	0	0	0	0	0	0	0	0
chocolate/cocoa-flavored beer	0	0	1	0	0	0	0	0	0	0	0	1	0
cider	0	0	0	0	0	0	0	0	0	0	0	0	1
classic english-style pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
classic irish-style dry stout	0	0	1	0	0	0	0	0	0	0	0	1	0
coconut milk	0	1	0	0	0	0	0	0	0	0	0	0	0
coffee	0	0	0	0	0	0	0	1	0	0	0	0	0
coffee frappe	0	0	0	0	0	0	0	1	0	0	0	0	0
coffee-flavored beer	0	0	1	0	0	0	0	0	0	0	0	1	0
cognac	0	0	0	0	0	0	0	0	0	0	0	1	0
cognac	0	0	0	0	0	0	0	0	0	0	0	1	0
cola	0	0	0	0	0	0	1	0	0	0	0	0	0
cold brew coffee	0	0	0	0	0	0	0	1	0	0	0	0	0
daiquiri	0	0	0	0	0	0	0	0	0	0	0	1	0
dark american wheat ale	0	0	1	0	0	0	0	0	0	0	0	1	0
dark american wheat lager	0	0	1	0	0	0	0	0	0	0	0	1	0
dark american-belgo-style ale	0	0	1	0	0	0	0	0	0	0	0	1	0
doogh	1	0	0	0	0	0	0	0	0	0	0	0	1
dortmunder-style export	0	0	1	0	0	0	0	0	0	0	0	1	0
double espresso	0	0	0	0	0	0	0	1	0	0	0	0	0
dry lager	0	0	1	0	0	0	0	0	0	0	0	1	0
east coast india pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
energy drink	0	0	0	0	0	0	0	0	1	0	0	0	0
energy shot	0	0	0	0	0	0	0	0	1	0	0	0	0
english-style brown ale	0	0	1	0	0	0	0	0	0	0	0	1	0
english-style dark mild ale	0	0	1	0	0	0	0	0	0	0	0	1	0
english-style india pale ale	0	0	1	0	0	0	0	0	0	0	0	1	0
english-style pale mild ale	0	0	1	0	0	0	0	0	0	0	0	1	0
english-style summer ale	0	0	1	0	0	0	0	0	0	0	0	1	0
espresso	0	0	0	0	0	0	0	1	0	0	0	0	0
european low-alcohol lager	0	0	1	0	0	0	0	0	0	0	0	1	0
european-style dark	0	0	1	0	0	0	0	0	0	0	0	1	0
european-style export	0	0	1	0	0	0	0	0	0	0	0	1	0
experimental beer	0	0	1	0	0	0	0	0	0	0	0	1	0
extra special bitter	0	0	1	0	0	0	0	0	0	0	0	1	0
field beer	0	0	1	0	0	0	0	0	0	0	0	1	0
fitness water	0	0	0	0	0	1	0	0	0	0	0	0	0
flat white	0	0	0	0	0	0	0	1	0	0	0	0	0
flavored water	0	0	0	0	0	1	0	0	0	0	0	0	0
foreign (export)-style stout	0	0	1	0	0	0	0	0	0	0	0	1	0
french & belgian-style saison	0	0	1	0	0	0	0	0	0	0	0	1	0
french-style biere de garde	0	0	1	0	0	0	0	0	0	0	0	1	0
fresh hop ale	0	0	1	0	0	0	0	0	0	0	0	1	0
fruit beer	0	0	1	0	0	0	0	0	0	0	0	1	0
fruit wheat ale or lager	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style brown ale/altbier	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style doppelbock	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style eisbock	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style heller bock/maibock	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style kolsch	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style leichtes weizen	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style marzen	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style oktoberfest	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style pilsener	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style rye ale	0	0	1	0	0	0	0	0	0	0	0	1	0
german-style schwarzbier	0	0	1	0	0	0	0	0	0	0	0	1	0
gin	0	0	0	0	0	0	0	0	0	0	0	1	0
ginger ale	0	0	0	0	0	0	1	0	0	0	0	0	0
ginger beer	0	0	0	0	0	0	1	0	0	0	0	0	0
gluten-free beer	0	0	1	0	0	0	0	0	0	0	0	1	0
goat milk	1	0	0	0	0	0	0	0	0	0	0	0	0
golden ale	0	0	1	0	0	0	0	0	0	0	0	1	0
grog	0	0	0	0	0	0	0	0	0	0	0	0	1
hard cider	0	0	1	0	0	0	0	0	0	0	0	1	0
hard lemonade	0	0	0	0	0	0	0	0	0	0	0	1	0
hard orangeade	0	0	0	0	0	0	0	0	0	0	0	1	0
hard soda	0	0	0	0	0	0	0	0	0	0	0	1	0
